% WHOTS-XVIII sys1 SN7 RAW full 29-Jan-2023.
% Winds to East and North, rotated 0.0000 degrees.
% Time word is the time at the start of the averaging period.
% year mo day  hr    yday     BPR   ATMP   STMP   WNDE   WNDN  WSPD  WDIR     RH   SRAD  LRAD   PRC  PRATE   SAL  COND  COMP
%             UTC            mbar   degC   degC    m/s    m/s   m/s   deg      %   W/m2  W/m2    mm  mm/hr   (1)   S/m   deg
  2022  5  16  21 136.896 1001.81 18.380 -5.000   0.00   0.00   0.0   0.0  78.76  200.4 349.9  9.62   0.00  0.00 0.000 360.0
  2022  5  16  22 136.938 1001.26 16.946 -5.000   0.00   0.00   0.0   0.0  86.62   87.9 362.8 19.61   9.99  0.00 0.000 360.0
  2022  5  16  23 136.979 1001.00 16.850 -5.000   0.00   0.00   0.0   0.0  91.36   13.9 383.3 19.60   0.00  0.00 0.000 360.0
  2022  5  17   0 137.021 1001.18 16.620 -5.000   0.00   0.00   0.0   0.0  91.72    1.8 392.7 19.59   0.00  0.00 0.000 360.0
  2022  5  17   3 137.146 1000.61 14.759 -5.000   0.00   0.00   0.0   0.0  95.13    2.9 383.3 27.26   7.67  0.00 0.000 360.0
  2022  5  17   4 137.188 1000.16 14.187 -5.000   0.00   0.00   0.0   0.0  95.11    2.4 372.9 27.86   0.60  0.00 0.000 360.0
  2022  5  17   5 137.229  999.84 13.504 -5.000   0.00   0.00   0.0   0.0  95.10    2.5 358.7 27.92   0.06  0.00 0.000 360.0
  2022  5  17   6 137.271  999.85 13.202 -5.000   0.00   0.00   0.0   0.0  95.09    2.7 362.8 27.94   0.00  0.00 0.000 360.0
  2022  5  17   7 137.312 1000.36 12.961 -5.000   0.00   0.00   0.0   0.0  95.19    2.7 372.7 27.95   0.00  0.00 0.000 360.0
  2022  5  17   8 137.354 1000.96 13.260 -5.000   0.00   0.00   0.0   0.0  95.15    2.4 354.1 27.95   0.00  0.00 0.000 360.0
  2022  5  17   9 137.396 1001.56 13.097 -5.000   0.00   0.00   0.0   0.0  94.70   22.3 350.6 27.96   0.00  0.00 0.000 360.0
  2022  5  17  10 137.438 1002.89 14.019 -5.000   0.00   0.00   0.0   0.0  83.88  149.3 341.0 27.95   0.00  0.00 0.000 360.0
  2022  5  17  11 137.479 1003.85 15.594 -5.000   0.00   0.00   0.0   0.0  71.60  343.0 303.9 27.92   0.00  0.00 0.000 360.0
  2022  5  17  12 137.521 1004.24 16.890 -5.000   0.00   0.00   0.0   0.0  63.26  556.5 300.2 27.86   0.00  0.00 0.000 360.0
  2022  5  17  13 137.562 1004.38 17.487 -5.000   0.00   0.00   0.0   0.0  62.93  745.7 305.2 27.82   0.00  0.00 0.000 360.0
  2022  5  17  14 137.604 1004.26 18.412 -5.000   0.00   0.00   0.0   0.0  59.23  867.1 311.2 27.79   0.00  0.00 0.000 360.0
  2022  5  17  15 137.646 1004.35 17.450 -5.000   0.00   0.00   0.0   0.0  65.94  959.2 311.7 27.78   0.00  0.00 0.000 360.0
  2022  5  17  17 137.729 1003.44 17.675 -5.000   0.00   0.00   0.0   0.0  61.64  972.3 313.7 27.77   0.00  0.00 0.000 360.0
